ID,Review,Aspects,Sentiment
1350,the dishes are a little too recherche and too trendy for their own good and there is not enough on the menu for vegetarians.,"food, menu","positive, neutral"
1351,The pricing isn't quite clear and look out for that asterisk on the menu where they add on that extra 6-8 bucks.,"price, menu","negative, neutral"
1352,"the menu looked great, but the food was the biggest disappointment i've had yet!","menu, food","positive, negative"
1353,My boyfriend and I went one Friday night to find that the place was empty except for one other table.,"place, miscellaneous","negative, neutral"
1354,The Pink Pony's brunch is among the very best in the city!,"miscellaneous, food","neutral, positive"
1355,"The environment is a touch loud (although the music's good), but the walls sport nifty vintage items, from license plates to pennants to movie posters.","ambience, miscellaneous","negative, neutral"
1356,"Only quibbles are so-so wine service, and while Prix-fixe is reasonable at $68, extra charges for additional dishes/tastings can be high.","service, food","neutral, positive"
1357,Our waiter was a real pro; knew a lot about ingredients and allowed us to take our time.,"staff, ambience","positive, neutral"
1358,"Fresh fish, tender milk fed veal and outrageous Veal Chops adorn their menu and special list.","food, menu, miscellaneous","positive, neutral, positive"
1359,Any sandwich or appetizer on the menu is delicious.,"food, menu","positive, neutral"
1360,Expect to stand around for a while before one of the waiters desides that they can be bothered to actually get you to a seat.,"staff, miscellaneous","negative, neutral"
1361,Good value for money--especially the $7 lunch special for 2 courses.,"price, food","positive, neutral"
1362,"The staff were rude and rushed us through our meal, clearing plates and laying down dessert menus while others were still eating their main courses.","staff, food, miscellaneous","negative, neutral, neutral"
1363,"The place wasn't packed, but there was a bar scene and a few salsa dancers who strutted their stuff on the dancefloor.","place, miscellaneous","positive, neutral"
1364,"Suddenly the manager, came to our table yelling absolutely no way we can have a drink after dinner becuase he has tables waiting Just to be clear we spent over $70 and had 1 drink each, we used the table for about 1hour and 15 minutes.","staff, food","negative, neutral"
1365,"Half way through the meal we did not have refills on our waters, even though our waiter passed the table many times and he never stopped to check on us or to ask if we were pleased with the entrees.","staff, miscellaneous","negative, neutral"
1366,"The two cons were the lack of information on the menus (they had just sushi roll names, with no description of their contents, printed in a bland format), and music selection, which didn't fit the ambiance.","menu, ambience","neutral, negative"
1367,"My friend's entree wasn't presented as described in the menu, but we didn't want to add to the drama.","food, menu","negative, neutral"
1368,This is also when the waiter told us that half the menu was sold out.,"staff, menu","negative, neutral"
1369,"i thought the food was great but kind of expensive for that atmosphere, the tables were too close and it was too noisy.","food, ambience, place","positive, positive, negative"
1370,"I went here for a dinner with some relatives from out of town that I was eager to catch up with, but the noise level at this place made that really difficult!","food, ambience","neutral, negative"
1371,The server was condescending and was unable to provide assistance with menu selections.,"staff, menu","negative, neutral"
1372,They later told us that our waiter had to fix the 'computer' - that was the reason he couldn't bring us our drinks.,"staff, food","negative, neutral"
1373,"Besides, they used to be much more accommodating when I used to request a jalebi paratha instad of a plain naan as part of the brunch price.","miscellaneous, price","negative, neutral"
1374,A cold reception got even colder when we didn't have a reservation for a Tuesday night (the place was half empty).,"miscellaneous, place","neutral, negative"
1375,Our server (after 4 reminders) finally got around to getting our cocktail orders during the meal (at a time when the establishment was not full).,"staff, food","negative, neutral"
1376,"The Scene Petite Abeille is ideal for a lazy lunch, a restorative brunch or light dinner.","miscellaneous, food","positive, neutral"
1377,"After waiting an hour and a half, a delivery man - with heavily bleeding gums - told me not to worry, that my meal had been replaced with fresh food, and that my old order had been RE-SERVED to another customer.","staff, food","negative, neutral"
1378,"The Scene Quartino's airy dining room, wrapped in high windows, hinges around a trendy bar where regulars sip wine out of blunt tumblers while swapping stories--often in Italian.","miscellaneous, place","neutral, positive"
1379,"We were directed to a table by a member of staff, which we were then informed was reserved, and lost our seats at the bar, all this after spending upwards of $30 each on very expensive drinks over a two-hour period.","miscellaneous, staff, place","negative, negative, neutral"
1380,"I never have to wait a long time to get my food, so it's a great place to go if you're really hungry and/or in a hurry.","service, food","positive, neutral"
1381,"Good Italian spot, but should raise the bar on the food before some newcomers challenge its standings.","miscellaneous, place, food","positive, neutral, neutral"
1382,went here late night after a a few drinks at my favorite watering spot and was amazed that a place which serves food till 4 can be so damned good.,"food, miscellaneous","neutral, positive"
1383,"Although when I went to eat dinner at Bombay Talkie on a crazy busy night, my waiter was extremely helpful through the menu, polite and polished.","food, staff, menu","neutral, positive, neutral"
1384,"What do you like more, completely addictive patties of greasy beef, or glasses of cheap refreshing beer to wash it down?","food, miscellaneous","positive, neutral"
1385,"Yet, the place was emptyIts too bad because the food is authentic and price is very reasonable considering the location and the quality (eg.","food, miscellaneous","positive, neutral"
1386,the heroes are enough for lunch and dinner.,"miscellaneous, food","positive, neutral"
1387,Then the waiter acted indignant when we called him out for bring us the wrong (later) vintage of wine we picked out.,"staff, food","negative, neutral"
1388,"Then, when we ordered from a regular menu, and told the waiter, that we are in a hurry to make the show, his response was So what do you want me to do ?","menu, staff","neutral, negative"
1389,The food came out really quick and the service overall was not bad.,"food, service","positive, neutral"
1390,"Every time I eat there I feel as if the chef and waitstaff have cooked, prepared and served a meal as if I am the only customer/guest.","staff, food","positive, neutral"
1391,"After lunch, we sat at the bar and chatted with the bartender who was also very nice.","food, staff","neutral, positive"
1392,"The place was nice and the bartenders were friendly, but the cocktail girl was rude, obnoxious, and over charging all of us.","place, staff","positive, negative"
1393,We were seated promptly and brought rolls and water but then were made to wait much too long before our beverage order was taken and then much much too long before our waiter came back for a food order.,"food, staff","neutral, negative"
1394,The service was good and the price was decent but it wasn't enough to overcome the bland tasting food and the bland decor of the restaurant.,"service, price, food, ambience","positive, positive, negative, negative"
1395,"But other comfort foods are also superb: Scallion pancakes are delectably crispy yet chewy, and chow fun with shredded pork and preserved cabbage (it's not on the menu) offers a tangy rice-noodles retake on the usual lo mein.","food, menu","positive, neutral"
1396,The waiter was pleasant and I thought how bad could someone screw up basic Italian food?,"staff, food","positive, neutral"
1397,"While the appetizers, entrees, and desserts arrived in a timely manner, our water glasses maintained consistently empty (at one point one of us had to ask for water twice!)","food, miscellaneous","neutral, negative"
1398,We were first greeted by a very friendly hostess who asked if we had reservations - even though we didn't they were VERY accommodating - we sat at the bar and spoke to the VERY nice bartender who recommended a GREAT wine and gave us some brucetta to munch on while we waited.,"miscellaneous, staff, food","neutral, positive, positive"
1399,"Wait staff is seemingly non-existant, and food servers are way too agressive - our food was thrown on the table, and even knocked a member of my party in the head with a plate with little acknowledgement.","staff, miscellaneous","negative, neutral"
1400,I had reservations for 9:30pm and after waiting more that 50 mins and bunch of lies that you're next.,"miscellaneous, service","neutral, negative"
1401,"We had to ask for water even after we were asked what type we preferred, and then the busboy spilled it while he was pouring it out.","food, staff","neutral, negative"
1402,"Arriba Arriba has much better food, margs, and atmosphere with slightly higher prices, but well worth it.","food, price","positive, negative"
1403,"Corner Bistro, despite the hoopla and critical praise, is nothing more than a burger joint with long lines.","food, miscellaneous","neutral, negative"
1404,"I was thinking I am gonna have a nice dinner in that place that a friend of mine recommended to me , but beside the expensive prices that it has was nothing more.","food, price","positive, negative"
1405,"Despite almost flawless service, I had my birthday there for a party of 15 and we were given a private area on the top floor, which was so cold, we had to keep our jackets on throughout the entire meal.","service, place, miscellaneous, food","negative, negative, neutral, neutral"
1406,"Trish, our waitress was really great - the food was mediocre.","staff, food","positive, negative"
1407,"The Food Mi Nidito's menu offers a considerable array of Mexican standards, with a separate page for seafood, such as King crab enchiladas, and another for vegetarian dishes such as almond-sauteed vegetables.","menu, miscellaneous, food","neutral, positive, neutral"
1408,"After finally choosing banana-macadamia nut pancakes (a Hawaiian favorite of mine) after being unable to decide between 4 or 5 dishes that all sounded spectacular, I sat back and enjoyed the (complementary) tall shot glass of the smoothie of the day.","food, miscellaneous","neutral, positive"
1409,"Taci then moved to NYU, to a space as warm as an igloo, with an equally cold atmosphere, an attempt at a more upscale menu, and with all the charm of a pizza joint.","place, ambience, menu","positive, positive, neutral"
1410,"and although the service is a little slow, the lax atmosphere allows you to drink and eat away the afternoon or evening and not even care.","service, ambience, miscellaneous","negative, positive, neutral"
1411,"Although Sweet Melissa's food and pastries are very tasty, the unfriendly folks who work there sour the experience.","food, miscellaneous","positive, negative"
1412,"from drinks at the bar, to our perfect round table!","place, miscellaneous","neutral, positive"
1413,"The food is pretty good, and so is the service, though on my first visit I told the waitress I wanted my tuna black-and-blue and she had no idea what that was.","food, staff","positive, negative"
1414,"We sat in the garden out back, and the calm atmosphere with the waterfall rock wall on the side completed the setting.","place, ambience","neutral, positive"
1415,"To complain about waiting for a table, etc.","service, miscellaneous","negative, neutral"
1416,"Unlike some of the other reviews here, the reservation was upheld, the waiter took the time to explain each dish and frequently asked if we wanted more of anything (which we did, several times).","miscellaneous, staff, food","positive, positive, neutral"
1417,"In addition, our waiter seemed to have short-term memory loss because he kept forgetting to bring us our drink order even after I asked him on three separate occasions.","staff, food","negative, neutral"
1418,"Anyway the food was really good, the portions are not big however very filling and exceptionally good.","food, miscellaneous","positive, negative"
1419,After arriving an hour early for our reservation for 2 and politely asking for a table near the band we were promptly seated at one of the worst tables in the place.,"miscellaneous, staff, place","neutral, neutral, negative"
1420,I found my dinner to be a bit on the heavy side and blamed the large portions.,"food, miscellaneous","neutral, negative"
1421,"While the environment is still fun and diverse, the food quality has been sliding lately.","ambience, food","positive, negative"
1422,I agree with the other poster who wrote about the service: the waiter challenged every single dish we ordered with a special (I've never had a more money hungry waiter) and after waiting 20 minutes for the check we had to call the manager over; who was unapologetic.,"service, food, staff","negative, neutral, negative"
1423,"After all that, the waiter tried to backpedal saying its too hard to time the cooking of miso soup with the sushi bar offerings.","staff, food","negative, neutral"
1424,"Good atmosphere, the service is so-so and there is a long wait if you don't have reservations.","ambience, service","positive, negative"
1425,"That bastion of authentic Mexican food in Spanish Harlem that earned raves by white reviewers, leading other gringos to nervously venture to Spanish Harlem and pretend they're trendy to pay too much for food that is only marginally better than the place around the corner.","food, staff","positive, neutral"
1426,"We sat, missing a place setting for a while before the waitress came to ask if we wanted water and then ran away.","ambience, staff","neutral, negative"
1427,The last two didn't come to the people who ordered them until they already had there food ( in which then we had to remind the staff of).,"food, staff","neutral, negative"
1428,"When I walked back to the counter, the two staff people immediately retreated to the back room, glanced back at me attempting to get their attention and immediately returned to wasting time.","place, staff","neutral, negative"
1429,"Expect to get average food, a big bill and lots of attitude from the service.","food, price","neutral, negative"
1430,The bartender ignored us for 10 minutes before asking what we'd like to drink although we were the only people waiting for a table when we walked in.,"staff, food, service","negative, neutral, neutral"
1431,"it did fill up pretty quickly for lunch, but nobody seemed to have to wait too long, and i'm guessing they might be less busy for dinner.","food, service","neutral, negative"
1432,"My roommate says she has had good food here at night, at the bar.","food, place","positive, neutral"
1433,"I made a reservation on-line quickly got a call saying that the resturant was under renovation, but the kitchen was still open and was still more than welcome to come enjoy dinner in their lounge.","miscellaneous, place","neutral, positive"
1434,"I would say it's suitable for a romantic date or quiet family meal, as there is no bar so the atmosphere is a little quiet.","food, place, ambience","positive, neutral, positive"
1435,"Once in the oven (electric, mind you), he shifts pies every few seconds to attain nicely-charred, chewy crust perfection.","food, miscellaneous","neutral, positive"
1436,"The restauarnt is Ok in terms of decor, but the food was really lacking - things were not cooked to order.","place, ambience, food","positive, positive, negative"
1437,The head waiter made some lame excuse about how the chef had asked the hostess to revise the menu but it had not been changed.,"staff, menu","negative, neutral"
1438,The Food Surprisingly tasty Texas-style barbecue gives this place culinary flexibility beyond that of most wrap-and-burrito shacks.,"food, place","positive, neutral"
1439,"cause, I was bored by the club scene and too overdressed for the local bar.","miscellaneous, place","negative, neutral"
1440,"After 10 minutes of waiting, he finally returned to the table and snootily explained to us that the wine he had opened was actually better and more expensive (not yet on the menu, of course), but he would charge us the price of the bottle we had originally ordered.","service, miscellaneous, food, menu, price","neutral, neutral, negative, neutral, neutral"
1441,"Room is impressive, but service is slow and taste was almost like fast food.","place, service, food","positive, negative, negative"
1442,We had to flag the waitress down to get a drink refill and waited an extrodinarily long time for our entrees.,"staff, food","negative, neutral"
1443,"I can't speak on the food, but I went there for a show the other week and here is my experience: one of the friendliest servers ever (no attitude); the drinks were avg.","food, staff","neutral, positive"
1444,"Not the most beautiful environment, but the food is consistently delicious and the barbeque is fun and tasty.","ambience, food","negative, positive"
1445,"The owner was rude to us from the moment we sat down until he told us we had to leave because he had another table waiting, and this despite ordering the pricier entrees from the menu and a bottle of wine that we hadn't yet finished.","staff, menu","negative, neutral"
1446,"I took a few clients for lunch and the service was lackluster, food was fair at best, and the prices were outrageous - Don't wast your time with this place !","food, service","neutral, negative"
1447,"The menu ranged from standard (steak, duck and mussels-all fantastic) to curious (ostrich-awesome, and tartare-smoked not raw but still so good.","menu, food","neutral, positive"
1448,Hoegardden on tap is an added bonus if you're not drinking from the well versed wine menu.,"miscellaneous, menu","neutral, positive"
1449,"Nothing beats being served platters of shrimp and wings and pitchers of beer, by the HOTTEST waitstaff in NY!!!!","food, staff","neutral, positive"
1450,"Oh yeah, the food's just alright for the price.","food, price","positive, neutral"
1451,"It's a great place, the terrific service carried out throughout the night as we sat and got some appetizers and then decided to stay for a bottle too!","service, food","positive, neutral"
1452,"When we followed the waiter to get back the card, the Manager explained that their machine did work, but someone else's bill was charged on our card (total charge=$140).","staff, miscellaneous, price","neutral, positive, negative"
1453,"Even with reservations, checking in, and a generally quiet night, the hostess forgot that we were there and gave our table to her friends.","miscellaneous, staff","neutral, negative"
1454,"Fresh, original, creative, absolutely delicious - Perhaps I would chose a table at this cozy Italian corner versus an NYC top 5?","miscellaneous, place","neutral, positive"
1455,"My experience at the The Pearl Room was like no other place in Bay Ridge, you walk into a dimly lit atomsphere and a well dressed crowd.","place, miscellaneous","neutral, positive"
1456,"The service was warm, but it took forever to get the check.","service, price","positive, negative"
1457,"The atmosphere was a+, until a friend and I were rudely interrrupted and rushed out by the attendant at the door when the check was only returned to us just 5 mins.","miscellaneous, price","negative, neutral"
1458,I had to ask the waiter a couple of times to clear our empty glasses.,"staff, miscellaneous","negative, neutral"
1459,I had the item that they forgot to put on the menu; some very tasty fish over jasmine rice with shrimp.,"menu, food","neutral, positive"
1460,Waiter had to lean on my husband to give people next to us their food.,"staff, food","negative, neutral"
1461,The wait staff pushed us to get desserts immediately after we finished our main course and we had to continuously tell them we are not ready yet.,"staff, food","negative, neutral"
1462,"Go have a drink there the space is beautiful and buy an appetizer maybe, but pass on dinner, not well cooked and small portions.","place, food, miscellaneous","positive, neutral, negative"
1463,i've had practically everything on their menu as i dine out alot but their burgers and mussels with fries are what bring me there every friday night.,"menu, food","neutral, positive"
1464,"The entertainment is awesome - and believe it or not, I was so impressed with one of their musicians/singers (named Alessandro) that I even had him play during my cocktail hour.","ambience, food","positive, neutral"
1465,This is authentic Japanese food - California roll is not on the menu.,"food, menu","positive, neutral"
1466,"Space aside, service is ok but the food is really well done.","place, food","neutral, positive"
1467,When you feel like eating again an hour later (portions are small) at least you won't feel as regretful about ordering take-out.,"miscellaneous, food","negative, neutral"
1468,There was only one server on duty and we waited a while for menus.,"staff, menu","positive, neutral"
1469,"Evening started out nice w/ complimentary glass of champagne, but turned sour as mussels were extremely overcooked, steak came in kid size portion smothered with sauce and owner recommended a wine special off the standard wine menu that was double the price of the most expensive bottle but made no effort to describe the wine as extremely special or significantly more expensive that what they typically serve.","food, staff, price","positive, negative, negative"
1470,"The place is not fancy, but their food is wonderful.","place, food","negative, positive"
1471,"This is a don't miss if you are anywhere close to the area, but if you're going for lunch, be there by noon to avoid a wait.","miscellaneous, food, service","neutral, neutral, negative"
1472,"' When I reasoned with them that my dining partner already received her hot entree and was halfway done eating, and all I ordered was two rolls, the wait staff finally got the idea that maybe they should be trying to get me my order.","food, staff","neutral, negative"
1473,Had an OK dinner that was made better by the attention the owners pay to the patrons.,"food, staff","neutral, positive"
1474,"It's just nice to have a place like this - a sit down place with a lot of food choices, not centered on a particular ethnicity and a bar - as an option here.","food, place","positive, neutral"
1475,"We had to wait 20 minutes before getting a beer, and we never got our burger order.","food, miscellaneous","neutral, negative"
1476,") Service was good not great, waiters stood around,didn't ask how everything was.","service, staff","positive, negative"
1477,"The menu had more selections, price points that fit all our budgets and a new Sushi menu that went over huge with the table.","menu, miscellaneous","positive, neutral"
1478,"The menu features mild versions of Lone Star state favorites, from double-basted baby back ribs and steak fajitas to red-beef chili and deep-fried onions.","menu, food","neutral, positive"
1479,"he politely asked about what happened, we told him about the hostess behaviour, the manager apologized for the her behavior and treated us to a drink at the bar.","staff, food, place","positive, neutral, neutral"
1480,"Aside from the fact the maitre de claimed the dining room was 'full', we were seated at a great table overlooking the lobby of the hotel and ordered the 5 course tasting menu.","staff, place, menu","neutral, neutral, positive"
1481,I've heard such wonderful things about Pluck U and had the pleasure of trying their infamous chicken while having learned a few things: 1) rushed service 2) limited menu 3) semi-reasonable 4) overly popular.,"food, menu","positive, negative"
1482,"nice and cozy place but the soup was cold, the pizza was cold.","place, food","positive, negative"
1483,"The Food There's a trimmed-down version of the regular Blue Ribbon menu--all manner of sandwiches, and a solid selection of American main courses--but the real attraction is the vast, well-edited range of cheese, fish and vegetable portions (goodies like foie gras terrine aside, the meat selections are disappointingly indistinct).","food, menu","positive, neutral"
1484,"Still, after all the fuss, the food makes you forget about the wait.","food, service","positive, neutral"
1485,"The wait staff was attentive without being overbearing, and our waiter gave thoughtful advice on dishes that would be suitable for the children.","staff, food","positive, neutral"
1486,"Dim, candlelit dining room is accented by a funky star pointed bar and multi-colored ceiling lamps, with trendy upbeat music in the background.","place, miscellaneous, ambience","neutral, positive, positive"
1487,The prices weren't bad though - dinner ended up at $80 with tip and we had a couple drinks as well.,"price, food","positive, neutral"
1488,"They always greet me and my friends warmly, deliver food promptly, are happy to answer questions about the menu, and they almost always throw in a free dessert at the end of the meal!","food, menu","positive, neutral"
1489,"$45 a head with tip for bad gnocchi, mediocre wine (as recommended by a condescending waiter, who thought himself oh-so-nice) and the feeling that our companions (at our shared table) were listening in on all our chatter.","food, miscellaneous","negative, neutral"
1490,Our cocktails were ok but at ridiculous dance club prices.,"food, price","positive, negative"
1491,"We (naturally) asked for a discount when the bill came, and our waitress disappeared for a moment and offered us.","price, staff","neutral, negative"
1492,"Luckily, I made reservations for our group or else it would have been a long wait.","miscellaneous, service","neutral, negative"
1493,"The decor isn't the best and the place is very modest, but if you're around Ditmars Blvd.","ambience, place","negative, positive"
1494,The food is great and I found it to be fresh and the prices are below to average compared to other Greek Restaurants.,"food, price","positive, negative"
1495,"Once we eventaully got seated (all tables are practically on top of each other), we were hustled through our meal by a waitstaff that clearly knows how quickly they need to turn the table over.","place, food, staff","neutral, neutral, positive"
1496,I went for dinner at Lucy the other night with five friends and it was the best experience I've had in a long time.,"food, miscellaneous","neutral, negative"
1497,Didn't get a call so I thought all was ok-they didn't have a reservation and wouldn't seat us for over an hour even though no one else was waiting and I saw several empty tables.,"miscellaneous, place","neutral, negative"
1498,"When we were finally seated about half an hour after my reservation, the waitress took her time taking our order.","miscellaneous, staff","neutral, negative"
1499,"The only apparent flavor in any of the dishes was heat, and a table of four gourmands left at least half of our meals on our plates.","ambience, miscellaneous, food","negative, neutral, neutral"
1500,"impressive balcony seating and while they forgot to give us the cold appetizers, the waiter and maitre'd more than made up for it by being most accomodating to us.","place, staff","neutral, positive"
1501,The dessert was as good as the waiter said it would be.,"food, staff","positive, neutral"
1502,The Food The menu is better suited to the snacking at the long bar than dining in the compact dining area.,"food, place","positive, neutral"
1503,"After asking several different people find our waiter, he returned to say he couldn't find any wine and begged us to order sake instead.","staff, food","negative, neutral"
1504,"When we asked if the waiter could put the lights back on, he said:we have this complaint every night but the owner thinks it's more 'Parisian'!","staff, ambience","negative, neutral"
1505,"i have been waiting for 15 mn ( no food menu , no cocktail menu , no one even say hi to me ).","service, menu","neutral, negative"
1506,Summary - good food which they rush you through and do everything to up your bill.,"food, price","positive, neutral"
1507,"The high light was the fondue, that we never got because again the server said the kitchen was too busy.","food, staff, place","positive, neutral, negative"
1508,The waiters have been there for YEARS and they know their steak is amazing.,"staff, food","neutral, positive"
1509,"The deli-diner-soul-food menu, featuring everything from matzo balls to barbecued chicken and ribs to 10-ounce burgers, is available until late.","menu, food","positive, neutral"
1510,Very claustrophobic place so expect it to be really crowded during lunch.,"place, food","negative, neutral"
1511,"Not the best ambience and the service is sometimes just mediocre, but the quality of the food is incredible.","ambience, service, food","negative, negative, positive"
1512,"I have to say that I've been there only during brunch time but the service even though slow, it was good.","food, service","neutral, negative"
1513,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.","service, food, price","positive, positive, negative"
1514,The portions are like a buffett for breakfast.,"miscellaneous, food","negative, neutral"
1515,"Service is FAST so if you are dining, order entrees after receiving apps.","service, food","positive, neutral"
1516,"Dinner is okay - not many vegetarian options, and the portions are small.","food, miscellaneous","neutral, negative"
1517,When the manager was asked for things did imporve but 2 hours to get our meal.,"staff, food","negative, neutral"
1518,Bread bar couldn't get anything right except water refills (good job to the water guy).,"place, food","negative, neutral"
1519,"The Food Chef Tom Kearney (Blue Hill, Jean-Georges) presides over the contemporary, pared-down menu.","staff, menu","positive, neutral"
1520,Service was slow and spotty; had to flag the waiter down many a time to get drink and food orders in.,"service, staff, food","negative, negative, neutral"
1521,"Although the place had an actual makeover not long ago, the food or chef needs to be changed.","place, food","neutral, negative"
1522,"The place looks like the inside of a factory, with its steel drums, over-amped A/C and hard wooden benches, and the industrial decor seeps into overly streamlined menu and passionless food.","menu, food","neutral, negative"
1523,"I had to try the sweet tea, which was served in a plastic cup at room temperture.","food, service, miscellaneous","positive, neutral, neutral"
1524,I can only say that the soup dumplings are almost as good as Joe's Shanghai and some dishes I had (like Eight Spice appetizer) were tasty while others (Shanghai style Shumai) were less so.,"food, miscellaneous","positive, neutral"
1525,We were a large group and would highly recommend all the drinks and foodThe manager on duty was understanding that our friends were very late and held our reservation.,"food, staff, miscellaneous","positive, positive, neutral"
1526,Start off with an expertly mixed cocktail or glass of wine at the beautiful bar.,"food, place","neutral, positive"
1527,"The wait staff is slow, full of attitude and forgettful--often taking 20 minutes to bring another round of food and drinks.","staff, food","negative, neutral"
1528,The menu contains both Japanese fusion and plain Italian dishes - everyone should be able to find something they like.,"menu, miscellaneous, food","neutral, neutral, positive"
1529,"We waited half an hour just to get menus, and watched another table of 10 people leave because they had been ignored by the (single) waiter.","menu, staff","neutral, negative"
1530,"If you don't mind interacting with sour-puss employees, then by all means, enjoy the treats at Sweet Melissa.","staff, service","neutral, positive"
1531,"The Scene The consistent lines at this bustling Japanese tapas hot spot don't lie: Yokocho's fresh, reasonably priced comfort food and social atmosphere draw a youthful clientele of cultural natives and gaijin alike.","miscellaneous, food, ambience","neutral, positive, positive"
1532,"Upon reading the $44 prix fixe menu (a fair price for good food), we realized half of the Appetizers and Entrees required an additional supplement ranging from five dollars to $105!","menu, price, food","neutral, positive, positive"
1533,There are times when there is a long wait at lunch so be safe and make a reservation.,"service, food, miscellaneous","negative, neutral, neutral"
1534,Our meal was interrupted several times by the arguments between our waiter and the maitre 'd.,"food, staff","neutral, negative"
1535,for ANYONE to come and take our dessert order (we had previously seen our waitress going outside for a cigarette break and never coming back).,"food, staff","neutral, negative"
1536,"not only were we waiting for half an hour with reservations, once we got seated we waited another 15+ minutes for the waiter to come and take out drink menu.","service, miscellaneous, menu, staff","neutral, neutral, neutral, negative"
1537,"Evidently, our waiter went to the Mediterrean for our humus pita because it took about 25 minutes.","staff, food","negative, neutral"
1538,The Food There's no need to slump into a well-known comfort zone of teriyaki and udon.,"ambience, food","positive, neutral"
1539,"The outdoor patio is really nice in good weather, but what ambience the indoors possesses is negated by the noise and the crowds.","place, ambience","positive, neutral"
1540,"I'm not going to trash the place simply because I had a bad experience there, but here's the facts: the food is very good, the portions are small-to-medium, and the prices are large.","place, food, miscellaneous, price","negative, positive, negative, negative"
1541,"The bar was a disaster because there were no tables for anyone, and drinks took 20 minutes to receive.","place, food","negative, neutral"
1542,"For spending over $100 per person for dinner, i would think that the waiter would put my plate of food down for me instead of handing me my dish.","food, staff","neutral, negative"
1543,Called to make a reservation and b/c the man who answered was so nice decided to chance it.,"miscellaneous, staff","neutral, positive"
1544,"I have told so many people to come here even my friend from Japan and we all love it, especially when we get the room for all of us to sit in our own little world eating tons of good sushi!","place, food","neutral, positive"
1545,it's one of the cheapest eats in the city and the food is not bad if you sit at the bar only - they have a decent chicken and/or beef tender tips but they cook with a lot of garlic so beware.,"place, food","neutral, positive"
1546,Once we had our menus we were nearly assaulted by wait staff asking if we were ready to order.,"menu, staff","neutral, negative"
1547,"The staff is constantly disappearing from the restaurant, making it impossible to get drink refills or to get the check.","staff, food","negative, neutral"
1548,"They bought the same surly staff, it still took way too long for food, drink, ANY SERVICE and the food is still $ 12.","staff, food, service","negative, neutral, neutral"
1549,"Overall, I would rather go to a chain coffee house up the street for the same priced coffee, but a much more relaxing atmosphere, and no one forgetting my order.","food, ambience","negative, positive"
1550,"Cheese on the bottom, sauce on top - not too thick or doughy.","food, miscellaneous","negative, neutral"
1551,I went for lunch yesterday and had a lovely time.,"food, miscellaneous","neutral, positive"
1552,"yes as I sat at the table waiting just under 1 HOUR for my food, i was quite tempted to step across the road for a quick snack.","service, food","neutral, positive"
1553,"Forget Brunch- there are usually people waiting outside, although the brunches are delish as well!","service, food","neutral, positive"
1554,We didn't see the solitary waitress after seating ourself for over 10 minutes.,"staff, place","negative, neutral"
1555,"Don't expect trendy atmosphere: room looks like it could have been designed in 1940s, but who cares - it's actually comfortable and inviting; with great food and unbeatable value, you can't go wrong.","ambience, food, miscellaneous","negative, positive, positive"
1556,"The hostess was inefficiently seating people and disappeared for minutes at a time, letting the line grow to 15+ people waiting to put their names on the list.","staff, place, service","negative, neutral, neutral"
1557,The pizza is baked in a wood burning oven and the flavor is fantastic.,"food, ambience","neutral, positive"
1558,The cultured wait staff were accommodating and helped explain and pronounce the items off the menu.,"staff, menu","positive, neutral"
1559,"Our waitress was pleasant but slow, and the food is simply not good enough to be treated like a nuisance.","staff, food","positive, negative"
1560,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.","staff, food, miscellaneous","negative, positive, neutral"
1561,"Although we were seated right away and the waiter brought menus promptly as well as drink, he was almost never at our table despite being at the other tables right next to ours.","staff, menu, food","positive, neutral, neutral"
1562,The waiter was conspicuously eyeing our table the entire meal and there was a lot of scurrying by the wait staff in general.,"staff, miscellaneous, food","negative, neutral, neutral"
1563,We were rudely told by the waiter that chips are only available at the bar.,"staff, food, place","negative, neutral, neutral"
1564,"AND, the waitstaff likes to lick its fingers when cutting cakes/pies and serves hot and cold drinks by holding the glass or cup around the brim/top.","staff, food, miscellaneous","negative, neutral, neutral"
1565,It's very reasonably priced considering the size of portions.,"price, miscellaneous","positive, neutral"
1566,Disappointed in the selection on the restaurant week menu (which did not include any steak entrees) but impressed with the actual food- everything was very good- fresh and innovative- saffron risotto was not too powerful and the entrees were all good.,"menu, food","neutral, negative"
1567,"Its not cheap, it was $10 for a burger and fries, and when i was there, the waiter had dropped a FULL glass of coke on a patron, soaking her through!","food, staff, miscellaneous","neutral, negative, neutral"
1568,The specials of the day are the way to go.,"food, miscellaneous","positive, neutral"
1569,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,"food, staff","positive, neutral"
1570,"Curries are another menu highlight, with several choices including Pa Nang with coconut milk, lemongrass leaves, onions and peppers, and Gang Paa with hot and spicy chili sauce.","menu, food","positive, neutral"
1571,"The only downer was the fruit fondue desert from the prie fixe menu wasn't as good as it looked (the chocolate was runny), and the wait between our salad and main course was too long.","food, menu, service","negative, neutral, negative"
1572,"The food was very good but the portions are pretty small, so while the prices are low, the place is not quite a bargain it seems to be.","food, miscellaneous, price, place","positive, negative, positive, negative"
1573,They lost our reservations and the manager quickly came over and apologized and then gave us a free round of drinks and free dessert.,"miscellaneous, staff","neutral, positive"
